product,field,platform,location,homepage,establish_time,round,project_status,status,tags,description,contact,leadership,logo_url,url,company_name,brief_intro
Paktor,信息技术,平台：WEB,坐标：新加坡,官网：gopaktor.com,成立时间：2013,"C轮,1000万,美元,融资完成",立即认领,运营状态：正在运营,,从2013年开始，Paktor已经开始从提供单一约会服务的App，转型成为了一个全方位、多服务的生活方式平台，他们的主要目标用户群是年龄在18-35岁的年轻人，其服务渠道涵盖了移动社交App、网页平台、以及线上和线下活动（高端用户可享受一对一配对服务）。,,,http://pic2.pedaily.cn/newseed/project/201607/20160712094755878.jpg,http://www.newseed.cn/project/36568,Paktor Pte. Ltd.,从2013年开始，Paktor已经开始从提供单一约会服务的 App，转型成为了一个全方位、多服务的生活方式平台，他们的主要目标用户群是年龄在18-35岁的年轻人，其服务渠道涵盖了移动社交App、网页平台、以及线上和线下活动（高端用户可享受一对一配对服务）。
斗鱼,游戏体育,平台：WEB,坐标：武汉市,官网：www.douyu.com,成立时间：不详,"C轮,15亿,人民币,融资完成",立即认领,运营状态：正在运营,游戏硬件国内游体育培训直播互联网体育设施/场馆,斗鱼TV是一家致力于为所有人带来欢乐的弹幕式直播分享网站，同时也是一家典型的技术密集型互联网企业。作为是国内直播分享网站中的佼佼者。斗鱼TV的前身为生放送直播，于2014年1月1日起正式更名为斗鱼TV，目前，斗鱼TV以游戏直播为主，涵盖了体育、综艺、娱乐等多种直播内容。每天，都有成千上万的观众与主播在斗鱼TV分享欢笑，获得属于自己独一份的快乐。,,,http://pic2.pedaily.cn/newseed/project/201608/20160815141338222.jpg,http://www.newseed.cn/project/29869,武汉斗鱼网络科技有限公司,武汉斗鱼网络科技有限公司旗下的斗鱼是一家致力于为所有人带来欢乐的弹幕式直播分享网站，是国内直播分享网站中的佼佼者。斗鱼的前身为生放送直播，于2014年1月1日起正式更名为斗鱼，力图在现有的基础上稳步提高，做到最好。
Sift Science,信息技术,平台：WEB,坐标：美国,官网：siftscience.com,成立时间：不详,"C轮,3000万,美元,融资完成",立即认领,运营状态：正在运营,人工智能,SiftScience是一家预测、预防线上欺诈，及时优化更新安全策略的机器学习网络安全公司。利用机器学习和人工智能技术，SiftScience可以自动推测某笔可疑交易，判断某个线上业务是否得到授权或存在潜在欺诈威胁。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150616@052310.jpg,http://www.newseed.cn/project/37831,Sift Science,Sift Science是一家预测、预防线上欺诈，及时优化更新安全策略的机器学习网络安全公司。利用机器学习和人工智能技术，Sift Science可以自动推测某笔可疑交易，判断某个线上业务是否得到授权或存在潜在欺诈威胁。
Silent Circle,社交,平台：WEB,坐标：美国,官网：www.silentcircle.com,成立时间：不详,"C轮,5000万,美元,融资完成",立即认领,运营状态：正在运营,文件文档行业及技术解决方案,SilentCircle于2012年成立于瑞士，是一家手机安全及私密解决方案服务商，主打产品为反窃听手机和移动应用开发，可以对手机通话和短信进行加密。他们的产品包括APP，可以安装在手机上，保护通话、短信和文件共享安全；SilentManager终端程序，可以让公司的管理者管理公司的用户、群组、计划和设备等。,,,http://pic2.pedaily.cn/newseed/project/201607/20160718155415273.jpg,http://www.newseed.cn/project/37800,BitX,BitX是一个跨国比特币平台，总部位于新加坡，主要为东南亚和非洲等新兴市场提供钱包、交易所和商户对接服务。
心医网,医疗健康,平台：WEB,坐标：北京市,官网：www.cinyi.com,成立时间：不详,"C轮,2亿,人民币,融资完成",立即认领,运营状态：正在运营,互联网健康保健医疗信息化,心医国际健康科技（北京）有限公司成立于2014年5月，是心医国际旗下互联网医疗信息服务公司，致力于构筑移动互联时代新型就医模式，为用户提供更好的医疗保健服务。公司以“心医网”为核心纽带，依托于心医国际的医疗行业资源，全面整合线上及线下医疗资源，帮助实现用户便捷就医、合理就医、科学就医，助力智慧健康产业发展，为用户提供高效的互联网医疗体验。,,,http://pic2.pedaily.cn/newseed/project/201609/20160926194345712.png,http://www.newseed.cn/project/30406,心医国际健康科技（北京）有限公司,心医国际健康科技（北京）有限公司是心医国际旗下互联网医疗信息服务公司，致力于构筑移动互联时代新型就医模式，为用户提供更好的医疗保健服务。公司以“心医网”为核心纽带，依托于心医国际的医疗行业资源，全面整合线上及线下医疗资源，帮助实现用户便捷就医、合理就医、科学就医，助力智慧健康产业发展，为用户提供高效的互联网医疗体验。
慧科教育,教育培训,平台：WEB,坐标：北京市,官网：www.uniquedu.com,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,职业培训行业及技术解决方案,慧科集团创立于2010年8月，是国内领先的中国高等教育和职业教育综合服务平台。其通过旗下”慧科教育“、“高校邦”为中国高校提供战略性新兴产业人才培养解决方案和在线教育智慧学习平台。,,,http://pic2.pedaily.cn/newseed/project/201610/20161026180053666.png,http://www.newseed.cn/project/29013,慧科教育科技集团有限公司,慧科教育是一家专注于前沿科技领域的综合教育解决方案提供者，致力于移动互联网、云计算、大数据、互联网营销等前沿科技领域的软件开发、交互设计及项目管理等人才培养，旗下有“开课吧”等隶属于北京知行慧科教育科技有限公司。
云智慧,企业服务,平台：WEB,坐标：北京市,官网：www.cloudwise.com,成立时间：不详,"C轮,2600万,美元,融资完成",立即认领,运营状态：正在运营,大数据互联网行业及技术解决方案,云智慧（北京）科技有限公司是中国领先的业务运维解决方案服务商，为企业提供以用户体验为核心，业务增长为目标的全平台一体化业务运维服务，涵盖全栈性能监控、端到端应用性能管理、全链路性能压测、实时大数据可视化分析，持续提升业务运营和IT管理效率。,,,http://pic2.pedaily.cn/17/newseed/project/201705/20170522172957478.png,http://www.newseed.cn/project/31545,云智慧（北京）科技有限公司,云智慧（北京）科技有限公司成立于2009年6月2日，是一家主要从事网站运营、应用和服务器监控的公司，专注互联网基础服务、互联网软件产品、云计算/云服务和开源社区领域。旗下核心产品是监控宝（Cloudwise）。
快看漫画,信息技术,平台：WEB,坐标：北京市,官网：kuaikanmanhua.com,成立时间：2014-12-13,"C轮,2.5亿,人民币,融资完成",立即认领,运营状态：正在运营,阅读影视游戏硬件国内游办公软件,快看漫画是一款免费手机漫画软件，拥有舒适的条式阅读模式及海量国内外漫画。快看漫画致力于推动中国漫画产业，打造优质漫画IP，构建以出版、游戏、影视为主的产业链发展模式。,,,http://newseed.pedaily.cn/Upload/project/20151027/20151027093822350.jpg,http://www.newseed.cn/project/32788,快看世界科技有限公司,快看世界科技有限公司，创立于 2014年9月，是一家互联网创业公司。
摩邑诚MEX,生活消费,平台：WEB,坐标：上海市,官网：www.mobiexchanger.com,成立时间：2014-03,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,广告营销,上海摩邑诚广告（MobiExchanger）是一家移动端广告投放、优化服务平台，旗下有移动DSP需求方平台“MEX”服务，目前覆盖所有主流移动智能平台及设备。,,,http://pic2.pedaily.cn/17/newseed/project/201704/20170421160733376.jpg,http://www.newseed.cn/project/31874,上海摩邑诚广告有限公司,上海摩邑诚广告（MobiExchanger）是一家移动端广告投放、优化服务平台，旗下有移动DSP需求方平台 “MEX”服务，目前覆盖所有主流移动智能平台及设备。
EasyVan依时客货车,物流,平台：WEB,坐标：香港,官网：easyvan.hk,成立时间：不详,"C轮,1亿,美元,融资完成",立即认领,运营状态：正在运营,境内物流,,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@034055.jpg,http://www.newseed.cn/project/33144,BitX,BitX是一个跨国比特币平台，总部位于新加坡，主要为东南亚和非洲等新兴市场提供钱包、交易所和商户对接服务。
学乐云平台,教育培训,平台：WEB,坐标：杭州市,官网：www.xuele.net,成立时间：不详,"C轮,2亿,欧元,融资完成",立即认领,运营状态：正在运营,K12办公软件,学乐云平台是一家针对K12阶段教育提供教育软件及教育资源研究开发的教育科技类公司，旗下开发有“学乐人人通·云教学”、“学乐中国”等产品。,,,http://pic2.pedaily.cn/newseed/project/201610/20161012180219827.jpg,http://www.newseed.cn/project/33983,N/A,
爱空间,房产金融,平台：WEB,坐标：北京市,官网：www.ikongjian.com,成立时间：不详,"C轮,2.16亿,人民币,融资完成",立即认领,运营状态：正在运营,互联网O2O/本地生活家装,爱空间是一家主打互联网标准化家装服务的O2O公司，提供可定价、定期的标准化家装，并通过线上实现交易和全程监控，线下实现体验和交付的新型家装模式。爱空间科技（北京）有限公司旗下，空间智慧装饰装修（北京）有限公司子公司。,,,http://pic2.pedaily.cn/17/newseed/project/201706/20170628171707645.png,http://www.newseed.cn/project/33136,爱空间科技（北京）有限公司,爱空间科技（北京）有限公司于2014年成立，是中国首家互联网家装公司。爱空间推出“20天、699元每平米，从毛坯到精装；八大品牌助阵；自有产业工人施工；过程可监控”的互联网家装以来，引起国内家装市场一片热议。    爱空间作为首家互联网家装公司，致力于将传统家装不规范、不透明的现状，通过互联网思维实现标准化、产业化；用标准、极致、透明、快的理念全新打造更简单、更省心的家装产品，真正解放一代年轻人。我们相信“唯有爱，能改变”.
铁甲二手机,生活消费,平台：WEB,坐标：北京市,官网：www.tiebaobei.com,成立时间：不详,"C轮,2亿,人民币,融资完成",立即认领,运营状态：正在运营,互联网,铁甲二手机是北京信达众联科技有限公司旗下国内领先的二手工程机械服务平台，致力于打造全新的二手设备c2c交易模式，用互联网思维解决二手工程机械传统交易痛点，为所有买家提供全球最公正，最高效，最友好的工程机械服务平台。,,,http://pic2.pedaily.cn/newseed/project/201604/20160420110309348.jpg,http://www.newseed.cn/project/35103,北京信达众联科技有限公司,铁甲二手机是北京信达众联科技有限公司旗下国内领先的二手工程机械服务平台，致力于打造全新的二手设备c2c交易模式，用互联网思维解决二手工程机械传统交易痛点，为所有买家提供全球最公正，最高效，最友好的工程机械服务平台。
